customer_id,first_name,last_name,email,country,age,annual_revenue,account_status
C203928,Taylor,Miller,taylor.miller3928@example.com,United Kingdom,36,142349,Inactive
C100416,Morgan,Wilson,morgan.wilson1801@example.com,United States,51,224948,Inactive
C100082,Avery,Garcia,,Canada,79,395586,Active
C203257,Avery,Brown,avery.brown3257@example.com,America,37,155407,Active
C100381,Morgan,Garcia,,United States,37,N/A,Inactive
C202970,Reese,Davis,,Mexico,70,328639,Inactive
C203824,Avery,Smith,,Germany,51,114822,Prospect
C203901,Morgan,Smith,,United States,51,127677,Prospect
C203214,Jordan,Smith,jordan.smith3214@example.com,Mexico,39,154598,Prospect
C203647,Taylor,Chen,taylor.chen3647@example.com,United Kingdom,49,198064,Prospect
C100082,Jordan,Chen,,United States,42,438632,Inactive
C203093,Quinn,Miller,quinn.miller3093@example.com,United States,43,300897,Inactive
C100212,Jordan,Johnson,,United States,46,156865,Prospect
C202642,Jamie,Wilson,,United Kingdom,54,"$45,000",Active
C100068,Quinn,Wilson,,Australia,71,387968,Prospect
C201676,Quinn,Chen,quinn.chen1676@example.com,Canada,51,196840,Inactive
C100079,Morgan,Johnson,morgan.johnson3931@example.com,USA,22,215331,Inactive
C201818,Avery,Wilson,avery.wilson1818@example.com,Australia,34,322492,Prospect
C203406,Reese,Chen,reese.chen3406@example.com,Germany,71,62093,Prospect
C100380,Alex,Kim,alex.kim2000@example.com,United States of America,34,33541,Prospect
C202275,Taylor,Chen,taylor.chen2275@example.com,United States,41,28345,Inactive
C203218,Jamie,Wilson,,Canada,35,107289,Active
C203245,Reese,Garcia,,United States,33,376477,Prospect
C200478,Riley,Johnson,,United Kingdom,78,350273,Prospect
C100025,Reese,Chen,reese.chen920@example.com,Mexico,67,333526,Active
C203245,Reese,Garcia,,United States,33,376477,Prospect
C200452,Jordan,Garcia,jordan.garcia452@example.com,United States,48,162444,Active
C202598,Jordan,Garcia,,Canada,32,444433,Active
C100381,Morgan,Chen,,United States,60,309283,Active
C200870,Riley,Garcia,,U.S.,60,334412,Active
C203439,Avery,Chen,,United States,59,390771,Prospect
C200688,Alex,Kim,,United Kingdom,29,338387,Prospect
C200131,Riley,Garcia,riley.garcia131@example.com,United Kingdom,28,58104,Active
C201361,Morgan,Garcia,,Australia,49,299901,Inactive
C203699,Jordan,Smith,,United States,77,96798,Prospect
C200899,Casey,Miller,,Australia,71,394164,Inactive
C202694,Jordan,Wilson,,United States,82,442049,Active
C203905,Avery,Patel,,United Kingdom,35,"$125,500",Active
C203044,Riley,Davis,,United States,33,171118,Prospect
C200207,Taylor,Garcia,,united states,24,359208,Inactive
C203646,Taylor,Johnson,taylor.johnson3646@example.com,United States,45,178249,Active
C203715,Taylor,Miller,,United States,22,401806,Inactive
C100148,Reese,Smith,,United States,53,418062,Active
C200985,Casey,Patel,casey.patel985@example.com,Mexico,64,69631,Inactive
C201345,Riley,Davis,,USA.,82,391732,Prospect
C100377,Riley,Kim,riley.kim3728@example.com,Australia,21,149741,Inactive
C100013,Taylor,Chen,taylor.chen1793@example.com,United States,21,419690,Active
C100101,Avery,Davis,,United States,59,386390,Active
C100189,Riley,Brown,riley.brown1203@example.com,Germany,76,457051,Prospect
C202281,Casey,Johnson,casey.johnson2281@example.com,Germany,47,398574,Prospect
C100197,Avery,Davis,avery.davis2927@example.com,United States,64,265580,Prospect
C202006,Avery,Kim,,United States,42,266606,Prospect
C201515,Jamie,Chen,jamie.chen1515@example.com,US,46,381343,Inactive
C201505,Morgan,Garcia,,Germany,28,183802,Inactive
C201905,Riley,Miller,riley.miller1905@example.com,Canada,34,43382,Prospect
C203533,Quinn,Davis,,Australia,57,29373,Prospect
C200782,Alex,Davis,alex.davis782@example.com,United States,19,75015,Inactive
C100282,Casey,Smith,casey.smith681@example.com,Mexico,65,187483,Prospect
C100325,Casey,Brown,casey.brown2777@example.com,United States,82,77601,Active
C201112,Alex,Garcia,alex.garcia1112@example.com,United Kingdom,45,60907,Active
C204126,Quinn,Chen,,Mexico,29,343198,Active
C200129,Casey,Davis,casey.davis129@example.com,United States of America,29,302962,Active
C100040,Reese,Brown,,US,46,272948,Prospect
C100316,Jamie,Smith,,Canada,72,149606,Inactive
C201546,Avery,Wilson,avery.wilson1546@example.com,United States,61,55900,Active
C200119,Jordan,Garcia,jordan.garcia119@example.com,united states,36,53518,Active
C200775,Morgan,Wilson,morgan.wilson775@example.com,Canada,70,384886,Inactive
C201763,Reese,Patel,reese.patel1763@example.com,United States,81,418055,Active
C201587,Taylor,Johnson,,United Kingdom,73,270479,Inactive
C200792,Taylor,Patel,taylor.patel792@example.com,United States,25,189095,Inactive
C201600,Taylor,Patel,,Germany,23,133967,Inactive
C100158,Avery,Miller,avery.miller3025@example.com,United States,71,19372,Inactive
C201754,Quinn,Brown,quinn.brown1754@example.com,Mexico,69,329489,Active
C202342,Jordan,Smith,jordan.smith2342@example.com,Australia,65,332090,Prospect
C202130,Casey,Wilson,casey.wilson2130@example.com,United States,70,383324,Active
C203195,Riley,Wilson,,us,63,226232,Active
C100005,Casey,Chen,,United States,75,146276,Prospect
C100344,Riley,Johnson,riley.johnson592@example.com,United States,72,403077,Prospect
C100317,Jordan,Johnson,jordan.johnson787@example.com,United States,50,142756,Active
C202684,Alex,Miller,alex.miller2684@example.com,Germany,45,345759,Inactive
C203064,Riley,Davis,,Canada,72,254186,Prospect
C200045,Avery,Smith,,United States,44,"$45,000",Inactive
C202892,Alex,Smith,,United states,57,450206,Inactive
C100264,Jamie,Smith,,United states,47,318345,Inactive
C100006,Casey,Miller,,US,32,69590,Active
C202501,Jordan,Johnson,jordan.johnson2501@example.com,Canada,63,326725,Active
C200354,Riley,Johnson,riley.johnson354@example.com,United States,37,462074,Inactive
C202444,Casey,Wilson,casey.wilson2444@example.com,Mexico,61,357403,Active
C204010,Riley,Patel,,United Kingdom,37,100640,Prospect
C203826,Avery,Kim,avery.kim3826@example.com,Australia,61,204931,Active
C100226,Riley,Brown,riley.brown1072@example.com,Germany,42,287935,Active
C100149,Casey,Chen,casey.chen437@example.com,United States,71,202528,Inactive
C201509,Alex,Kim,alex.kim1509@example.com,Canada,30,119763,Inactive
C201397,Avery,Davis,avery.davis1397@example.com,Canada,32,179114,Active
C203846,Casey,Miller,casey.miller3846@example.com,Mexico,33,379344,Inactive
C201338,Reese,Miller,reese.miller1338@example.com,Mexico,44,337555,Prospect
C100114,Reese,Chen,reese.chen1412@example.com,Mexico,40,117633,Prospect
C204109,Avery,Kim,,United States,28,342874,Inactive
C100077,Casey,Garcia,,United States,20,310933,Inactive
C200357,Casey,Miller,,United States,34,104758,Active
C200868,Jordan,Garcia,,United Kingdom,20,446436,Prospect
C201961,Riley,Brown,,United States,76,378380,Inactive
C200320,Morgan,Wilson,morgan.wilson320@example.com,United States,62,329520,Prospect
C202923,Jordan,Kim,,Germany,24,44078,Active
C100057,Jordan,Kim,jordan.kim2582@example.com,Australia,29,"$125,500",Prospect
C100116,Quinn,Brown,,Australia,37,32814,Active
C200668,Reese,Miller,reese.miller668@example.com,united states,50,286360,Prospect
C200589,Alex,Miller,alex.miller589@example.com,Australia,34,474308,Prospect
C100191,Quinn,Davis,quinn.davis83@example.com,Canada,68,137584,Inactive
C202672,Riley,Miller,riley.miller2672@example.com,United Kingdom,81,89749,Active
C201467,Taylor,Brown,,Mexico,44,428932,Inactive
C200693,Reese,Davis,reese.davis693@example.com,Canada,34,120859,Active
C203769,Alex,Chen,,USA,60,"$45,000",Prospect
C203130,Avery,Smith,,UNITED STATES,44,219498,Inactive
C202757,Jamie,Wilson,,USA,74,264957,Active
C203423,Casey,Brown,,United Kingdom,22,251396,Inactive
C200117,Morgan,Chen,morgan.chen117@example.com,US,33,143441,Active
C100136,Reese,Brown,,United States,55,460514,Inactive
C100294,Casey,Chen,casey.chen3164@example.com,United States,23,234219,Active
C200335,Taylor,Davis,taylor.davis335@example.com,United Kingdom,50,283095,Prospect
C202585,Avery,Johnson,,United States,39,227686,Prospect
C100297,Jordan,Brown,,United States,38,337170,Prospect
C100301,Riley,Garcia,riley.garcia2013@example.com,US,64,454383,Inactive
C201240,Morgan,Smith,,Germany,69,432733,Active
C100068,Taylor,Miller,taylor.miller628@example.com,US,31,122715,Prospect
C200330,Morgan,Kim,morgan.kim330@example.com,United States,30,131654,Active
C201640,Quinn,Smith,,United States,41,271550,Inactive
C202384,Taylor,Chen,taylor.chen2384@example.com,United States,38,446311,Active
C203482,Jordan,Smith,,United States,48,26960,Active
C203842,Quinn,Smith,quinn.smith3842@example.com,United States,52,42194,Inactive
C100208,Jordan,Johnson,jordan.johnson161@example.com,Mexico,27,63240,Inactive
C100256,Casey,Chen,casey.chen4019@example.com,Germany,76,122118,Prospect
C202702,Jordan,Kim,jordan.kim2702@example.com,U.S.,71,354634,Prospect
C200319,Alex,Kim,,united states,60,119707,Active
C100204,Reese,Wilson,reese.wilson1002@example.com,United States,18,177449,Prospect
C201032,Jamie,Brown,,U.S.A.,70,207852,Active
C100077,Jordan,Miller,jordan.miller3519@example.com,USA,62,94923,Inactive
C202381,Morgan,Patel,,United States,36,220848,Prospect
C100038,Riley,Patel,,Germany,63,111585,Inactive
C202459,Taylor,Brown,taylor.brown2459@example.com,United states,35,"$45,000",Inactive
C100054,Reese,Smith,,Mexico,40,281132,Prospect
C203541,Taylor,Davis,taylor.davis3541@example.com,United States,81,311417,Active
C203719,Avery,Johnson,avery.johnson3719@example.com,United States,20,139990,Prospect
C100278,Taylor,Smith,taylor.smith464@example.com,Canada,73,96480,Inactive
C203791,Riley,Brown,,Mexico,21,53406,Prospect
C203466,Riley,Wilson,riley.wilson3466@example.com,Australia,49,N/A,Prospect
C200570,Jordan,Davis,,United States,73,32318,Active
C100107,Riley,Garcia,,US,41,346300,Active
C100283,Morgan,Kim,morgan.kim130@example.com,United States,35,391795,Inactive
C100114,Casey,Chen,,United States,54,299715,Active
C100345,Jordan,Wilson,,Canada,22,465924,Inactive
C202771,Avery,Patel,,Mexico,75,186673,Inactive
C100387,Quinn,Wilson,quinn.wilson2516@example.com,United States,19,35718,Active
C201917,Taylor,Garcia,taylor.garcia1917@example.com,United States,71,115058,Prospect
C100396,Alex,Johnson,alex.johnson1649@example.com,U.S.A.,38,"$125,500",Active
C202659,Avery,Patel,,United States,26,40975,Active
C203040,Alex,Garcia,,USA,33,309982,Active
C201402,Morgan,Chen,morgan.chen1402@example.com,Australia,50,"$45,000",Inactive
C100286,Alex,Patel,alex.patel613@example.com,United States,63,345687,Prospect
C200916,Taylor,Wilson,taylor.wilson916@example.com,united states,18,227056,Prospect
C100244,Morgan,Garcia,morgan.garcia819@example.com,Australia,60,452111,Inactive
C203745,Casey,Kim,casey.kim3745@example.com,Mexico,46,33751,Inactive
C203568,Reese,Johnson,,Germany,18,419603,Inactive
C100311,Casey,Kim,casey.kim3788@example.com,Mexico,75,264768,Inactive
C200214,Morgan,Smith,morgan.smith214@example.com,U.S.A.,52,475540,Inactive
C100340,Riley,Brown,,United States,48,42255,Prospect
C100204,Jamie,Davis,,Canada,54,111541,Active
C202091,Morgan,Kim,,U.S.A.,76,409013,Prospect
C100352,Morgan,Patel,,United States,81,83628,Inactive
C202401,Casey,Garcia,casey.garcia2401@example.com,United States,28,83576,Active
C100351,Morgan,Garcia,morgan.garcia2630@example.com,Mexico,77,218098,Active
C201401,Morgan,Brown,morgan.brown1401@example.com,United States,58,143944,Prospect
C201008,Morgan,Patel,morgan.patel1008@example.com,Australia,36,242457,Prospect
C100197,Riley,Davis,riley.davis2879@example.com,United States,18,453792,Prospect
C100180,Riley,Davis,,United States,42,464535,Inactive
C203405,Avery,Wilson,avery.wilson3405@example.com,United States,34,394608,Active
C203483,Riley,Smith,,Canada,29,256776,Active
C100125,Morgan,Garcia,,United Kingdom,36,58487,Inactive
C202190,Jamie,Smith,,US,42,349638,Inactive
C100399,Reese,Chen,,United Kingdom,42,234214,Inactive
C100199,Jordan,Kim,jordan.kim1704@example.com,United States,45,443513,Inactive
C201179,Jamie,Davis,jamie.davis1179@example.com,united states,44,290610,Prospect
C201465,Reese,Johnson,reese.johnson1465@example.com,United States,80,212447,Prospect
C203866,Alex,Patel,alex.patel3866@example.com,United States,30,339832,Active
C100045,Casey,Patel,casey.patel106@example.com,USA,37,303529,Inactive
C100258,Jordan,Garcia,jordan.garcia3771@example.com,United Kingdom,72,149295,Prospect
C100167,Alex,Brown,,United States,25,382357,Active
C100393,Reese,Smith,reese.smith525@example.com,United States,19,467198,Active
C100333,Casey,Patel,casey.patel1446@example.com,Australia,19,410358,Active
C203121,Avery,Garcia,avery.garcia3121@example.com,United States,50,387028,Active
C203807,Riley,Johnson,riley.johnson3807@example.com,United States,54,68663,Prospect
C203604,Jamie,Patel,jamie.patel3604@example.com,Germany,69,459689,Prospect
C100151,Reese,Brown,,United States,48,31810,Active
C200812,Jamie,Smith,,Canada,37,437624,Prospect
C100380,Jordan,Kim,jordan.kim984@example.com,Australia,51,148279,Active
C100102,Casey,Johnson,casey.johnson2234@example.com,Canada,57,56793,Active
C202134,Riley,Kim,,Germany,42,309045,Inactive
C200355,Taylor,Brown,,Mexico,41,276633,Active
